,antecedent,consequent,confidence,lift,support
144,AGULHA PRECISION AGU DES 30X7 x 100,SERINGA EMERALD SE 5MLDLLSA x 400,0.1113752122241086,68.43197090073706,0.001584066608069
2,"30000174, 30000512",AGULHA PRECISION AGU DES 30X7 x 100,0.9701492537313432,68.21088107847858,0.0006278312775883
272,AGULHA PRECISION AGU DES 30X7 x 100,30000174,0.0502546689303904,66.704052936311,0.0007147617621775
4,30000174,AGULHA PRECISION AGU DES 30X7 x 100,0.9487179487179488,66.704052936311,0.0007147617621775
3,7896006247302,SERINGA BD PLASTIP SE 5MLDLLS/A x 700,0.950920245398773,63.92839215998725,0.0007485680617399
271,SERINGA BD PLASTIP SE 5MLDLLS/A x 700,7896006247302,0.0503246753246753,63.92839215998725,0.0007485680617399
9,30000512,AGULHA PRECISION AGU DES 30X7 x 100,0.8843283582089553,62.176841598459326,0.0022891694275144
103,AGULHA PRECISION AGU DES 30X7 x 100,30000512,0.1609507640067911,62.17684159845931,0.0022891694275144
12,CITONEURIN 5000 AMP 1+1 2ML x 1,SERINGA BD PLASTIP SE 5MLDLLS/A x 700,0.8553459119496856,57.50312831822266,0.0006568081057847
292,SERINGA BD PLASTIP SE 5MLDLLS/A x 700,CITONEURIN 5000 AMP 1+1 2ML x 1,0.0441558441558441,57.50312831822266,0.0006568081057847
294,AGULHA PRECISION AGU DES 30X7 x 100,AGULHA PRECISION AGU DES 30X8 x 100,0.0434634974533107,54.54326490713588,0.0006181723348562
14,AGULHA PRECISION AGU DES 30X8 x 100,AGULHA PRECISION AGU DES 30X7 x 100,0.7757575757575758,54.54326490713588,0.0006181723348562
140,"AGULHA PRECISION AGU DES 30X7 x 100, SERINGA BD PLASTIP SE 5MLDLLS/A x 700",DEXA-CITONEURI NFF AMPOLA I+II 3ML x 3,0.1131664853101196,48.11597285684601,0.0005022650220706
111,"AGULHA PRECISION AGU DES 30X7 x 100, SERINGA BD PLASTIP SE 5MLDLLS/A x 700",CITONEURIN AMP. 5.00MG 3ML x 3,0.1436343852013057,40.136603331380265,0.0006374902203204
225,SERINGA BD PLASTIP SE 3ML DLLSA x 400,AGULHA PRECISION AG DESC 25X7 x 100,0.0665291387313048,39.13538785221999,0.0006230018062222
35,AGULHA PRECISION AG DESC 25X7 x 100,SERINGA BD PLASTIP SE 3ML DLLSA x 400,0.3664772727272727,39.13538785221998,0.0006230018062222
175,AGULHA PRECISION AGU DES 30X7 x 100,DEXA-CITONEURI NFF AMPOLA I+II 3ML x 3,0.0859083191850594,36.52638272504471,0.0012218562556142
19,DEXA-CITONEURI NFF AMPOLA I+II 3ML x 3,AGULHA PRECISION AGU DES 30X7 x 100,0.5195071868583162,36.52638272504471,0.0012218562556142
37,DIP.BET+FOS.BET MG AMP IM+S2MG/ 5.00MG 1ML x 1 /ML,SERINGA BD PLASTIP SE 3ML DLLSA x 400,0.3342541436464088,35.694343213879684,0.0005843660352937
234,SERINGA BD PLASTIP SE 3ML DLLSA x 400,DIP.BET+FOS.BET MG AMP IM+S2MG/ 5.00MG 1ML x 1 /ML,0.0624033006704486,35.694343213879684,0.0005843660352937
20,"DEXA-CITONEURI NFF AMPOLA I+II 3ML x 3, SERINGA BD PLASTIP SE 5MLDLLS/A x 700",AGULHA PRECISION AGU DES 30X7 x 100,0.4952380952380952,34.82003072196621,0.0005022650220706
152,SAL FRUTA ENO LARANJA 2ENV - GSK (FR30),7896015521646,0.1049538203190596,34.00930820485935,0.001207367841516
31,7896015521646,SAL FRUTA ENO LARANJA 2ENV - GSK (FR30),0.3912363067292644,34.009308204859344,0.001207367841516
33,SAL FRUTA ENO LIMAO 2ENV - GSK (FR30),SAL FRUTA ENO LARANJA 2ENV - GSK (FR30),0.3779342723004695,32.85299172589413,0.0007775448899363
222,SAL FRUTA ENO LARANJA 2ENV - GSK (FR30),SAL FRUTA ENO LIMAO 2ENV - GSK (FR30),0.0675902602854744,32.85299172589413,0.0007775448899363
21,AGULHA PRECISION AG DESC 25X7 x 100,SERINGA BD PLASTIP SE 5MLDLLS/A x 700,0.4772727272727273,32.08605371900827,0.0008113511894987
257,SERINGA BD PLASTIP SE 5MLDLLS/A x 700,AGULHA PRECISION AG DESC 25X7 x 100,0.0545454545454545,32.08605371900826,0.0008113511894987
25,CITONEURIN AMP. 5.00MG 3ML x 3,AGULHA PRECISION AGU DES 30X7 x 100,0.4237516869095816,29.793844412520137,0.0015164540089441
147,AGULHA PRECISION AGU DES 30X7 x 100,CITONEURIN AMP. 5.00MG 3ML x 3,0.1066213921901528,29.793844412520137,0.0015164540089441
23,CITONEURIN AMP. 5.00MG 3ML x 3,SERINGA BD PLASTIP SE 5MLDLLS/A x 700,0.4399460188933873,29.57665667665668,0.0015744076653369
149,SERINGA BD PLASTIP SE 5MLDLLS/A x 700,CITONEURIN AMP. 5.00MG 3ML x 3,0.1058441558441558,29.576656676656675,0.0015744076653369
158,AGULHA PRECISION AGU DES 30X7 x 100,PROFENID F.AMP LIOF 100MG x 6,0.099151103565365,29.038791805447826,0.0014102056388907
27,PROFENID F.AMP LIOF 100MG x 6,AGULHA PRECISION AGU DES 30X7 x 100,0.413012729844413,29.038791805447826,0.0014102056388907
24,DEXA-CITONEURI NFF AMPOLA I+II 3ML x 3,SERINGA BD PLASTIP SE 5MLDLLS/A x 700,0.4312114989733059,28.98945305208139,0.0010141889868734
218,SERINGA BD PLASTIP SE 5MLDLLS/A x 700,DEXA-CITONEURI NFF AMPOLA I+II 3ML x 3,0.0681818181818181,28.989453052081387,0.0010141889868734
29,"CITONEURIN AMP. 5.00MG 3ML x 3, SERINGA BD PLASTIP SE 5MLDLLS/A x 700",AGULHA PRECISION AGU DES 30X7 x 100,0.4049079754601227,28.46894913912527,0.0006374902203204
26,"CITONEURIN AMP. 5.00MG 3ML x 3, AGULHA PRECISION AGU DES 30X7 x 100",SERINGA BD PLASTIP SE 5MLDLLS/A x 700,0.4203821656050955,28.2614194722475,0.0006374902203204
28,"DEXA-CITONEURI NFF AMPOLA I+II 3ML x 3, AGULHA PRECISION AGU DES 30X7 x 100",SERINGA BD PLASTIP SE 5MLDLLS/A x 700,0.4110671936758893,27.635193265232797,0.0005022650220706
58,DIP.BET+FOS.BET MG AMP.2MG/ 5.00MG 1ML x 6 /ML,SERINGA BD PLASTIP SE 3ML DLLSA x 400,0.2552693208430913,27.259709186391017,0.000526412378901
255,SERINGA BD PLASTIP SE 3ML DLLSA x 400,DIP.BET+FOS.BET MG AMP.2MG/ 5.00MG 1ML x 6 /ML,0.0562145435791645,27.259709186391017,0.000526412378901
238,AGULHA PRECISION AGU DES 30X7 x 100,MELOXICAM MG A.IM 15mg 1.5ML x 5,0.0604414261460101,26.798977688747676,0.0008596459031594
32,MELOXICAM MG A.IM 15mg 1.5ML x 5,AGULHA PRECISION AGU DES 30X7 x 100,0.3811563169164882,26.79897768874767,0.0008596459031594
34,DIP.BET+FOS.BET MG AMP IM+S2MG/ 5.00MG 1ML x 1 /ML,AGULHA PRECISION AGU DES 30X7 x 100,0.3756906077348066,26.41468543931563,0.0006568081057847
287,AGULHA PRECISION AGU DES 30X7 x 100,DIP.BET+FOS.BET MG AMP IM+S2MG/ 5.00MG 1ML x 1 /ML,0.0461799660441426,26.41468543931563,0.0006568081057847
22,ABLOK CPR 3X10 25mg x 30,ARADOIS CPR REVEST 50mg x 30,0.4555808656036446,25.426815416070585,0.0009658942732128
261,ARADOIS CPR REVEST 50mg x 30,ABLOK CPR 3X10 25mg x 30,0.0539083557951482,25.426815416070585,0.0009658942732128
183,SERINGA BD PLASTIP SE 5MLDLLS/A x 700,PROFENID F.AMP LIOF 100MG x 6,0.084090909090909,24.62805066220908,0.0012508330838106
36,PROFENID F.AMP LIOF 100MG x 6,SERINGA BD PLASTIP SE 5MLDLLS/A x 700,0.3663366336633663,24.62805066220908,0.0012508330838106
192,SERINGA BD PLASTIP SE 3ML DLLSA x 400,PROFENID F.AMP LIOF 100MG x 6,0.0794223826714801,23.260760114175422,0.0007437385903738
71,PROFENID F.AMP LIOF 100MG x 6,SERINGA BD PLASTIP SE 3ML DLLSA x 400,0.2178217821782178,23.26076011417542,0.0007437385903738
77,AGULHA PRECISION AGU DES 30X7 x 100,SERINGA BD PLASTIP SE 3ML DLLSA x 400,0.2095076400679117,22.37290921492622,0.0029797838328616
41,SERINGA BD PLASTIP SE 3ML DLLSA x 400,AGULHA PRECISION AGU DES 30X7 x 100,0.3182052604435276,22.372909214926217,0.0029797838328616
38,DIP.BET+FOS.BET MG AMP.2MG/ 5.00MG 1ML x 6 /ML,SERINGA BD PLASTIP SE 5MLDLLS/A x 700,0.3278688524590163,22.041941664892484,0.0006761259912489
291,SERINGA BD PLASTIP SE 5MLDLLS/A x 700,DIP.BET+FOS.BET MG AMP.2MG/ 5.00MG 1ML x 6 /ML,0.0454545454545454,22.041941664892484,0.0006761259912489
48,SERINGA BD PLASTIP SE 5MLDLLS/A x 700,AGULHA PRECISION AGU DES 30X7 x 100,0.2983766233766233,20.97876413908672,0.004438284185413
42,AGULHA PRECISION AGU DES 30X7 x 100,SERINGA BD PLASTIP SE 5MLDLLS/A x 700,0.3120543293718166,20.97876413908672,0.004438284185413
86,CITONEURIN AMP. 5.00MG 3ML x 3,SERINGA BD PLASTIP SE 3ML DLLSA x 400,0.1956815114709851,20.8964441094405,0.0007002733480793
205,SERINGA BD PLASTIP SE 3ML DLLSA x 400,CITONEURIN AMP. 5.00MG 3ML x 3,0.074780814853017,20.8964441094405,0.0007002733480793
64,GLIBENCLAMIDA MG CPR 5.00MG x 30,CLOR.METFORMINA MG CPR REVEST 850MG x 30,0.2359767891682785,18.814719260208737,0.0023567820266393
88,CLOR.METFORMINA MG CPR REVEST 850MG x 30,GLIBENCLAMIDA MG CPR 5.00MG x 30,0.1879091259145167,18.814719260208737,0.0023567820266393
57,MELOXICAM MG A.IM 15mg 1.5ML x 5,SERINGA BD PLASTIP SE 5MLDLLS/A x 700,0.2591006423982869,17.41879779749159,0.0005843660352937
305,SERINGA BD PLASTIP SE 5MLDLLS/A x 700,MELOXICAM MG A.IM 15mg 1.5ML x 5,0.0392857142857142,17.41879779749159,0.0005843660352937
145,HIDROCLOROTIAZI.MG CPR 25mg x 30,7899547505252,0.1105431309904153,15.76396817433704,0.0008354985463291
133,7899547505252,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.1191460055096418,15.763968174337036,0.0008354985463291
78,7896094912977,EPOCLER NF AMP.OR ABACA 10ML x 60,0.2081185567010309,15.10990343184743,0.0015599192512387
138,EPOCLER NF AMP.OR ABACA 10ML x 60,7896094912977,0.1132538569424965,15.10990343184743,0.0015599192512387
165,35629,5721,0.091692789968652,13.39879497282218,0.0005650481498295
184,5721,35629,0.0825688073394495,13.39879497282218,0.0005650481498295
54,SERINGA BD PLASTIP SDLSSA990173 x 1,NEO PREMIUM L SOR FI TOP 0.90% 500ML x 1,0.2754342431761786,12.755975231613936,0.0005360713216331
346,NEO PREMIUM L SOR FI TOP 0.90% 500ML x 1,SERINGA BD PLASTIP SDLSSA990173 x 1,0.0248266607023037,12.755975231613936,0.0005360713216331
322,SINVASTATINA MG CPR REVEST 20mg x 30,CLOR.METFORMINA MG CPR LIB PROL 500MG x 30,0.0356281810875971,11.455345391863403,0.0006423196916865
79,CLOR.METFORMINA MG CPR LIB PROL 500MG x 30,SINVASTATINA MG CPR REVEST 20mg x 30,0.2065217391304347,11.455345391863403,0.0006423196916865
211,HIDROCLOROTIAZI.MG CPR 25mg x 30,7899547505252,0.0708820882088208,10.108117733260933,0.0015212834803102
72,7899547505252,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.2169421487603305,10.10811773326093,0.0015212834803102
148,EPOCLER NF AMP.OR ABACA 10ML x 60,ENGOV CPR ENV 25X6 x 150,0.1065918653576437,9.844391090403404,0.0014681592952835
124,ENGOV CPR ENV 25X6 x 150,EPOCLER NF AMP.OR ABACA 10ML x 60,0.135593220338983,9.844391090403404,0.0014681592952835
348,HIDROCLOROTIAZI.MG CPR 25mg x 30,CAPTOPRIL MG CPR 25mg x 30,0.0242597217267213,9.166544708354708,0.0006568081057847
62,CAPTOPRIL MG CPR 25mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.2481751824817518,9.166544708354708,0.0006568081057847
185,HIDROCLOROTIAZI.MG CPR 25mg x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.0824281150159744,8.788738594973069,0.0006230018062222
226,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.0664263645726055,8.788738594973069,0.0006230018062222
227,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,ATENOLOL MG CPR 25mg x 30,0.0659114315139031,8.72060883842289,0.0006181723348562
187,ATENOLOL MG CPR 25mg x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.0817891373801917,8.72060883842289,0.0006181723348562
230,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.0641059957173447,8.481735262124499,0.0023133167843447
45,HIDROCLOROTIAZI.MG CPR 25mg x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.3060702875399361,8.481735262124499,0.0023133167843447
66,CORUS CPR REVEST 50mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.2244897959183673,8.29170640785747,0.0005843660352937
355,HIDROCLOROTIAZI.MG CPR 25mg x 30,CORUS CPR REVEST 50mg x 30,0.0215840171245094,8.29170640785747,0.0005843660352937
341,HIDROCLOROTIAZI.MG CPR 25mg x 30,ATENOLOL MG CPR 25mg x 30,0.026578665715305,7.862045257632129,0.0007195912335435
74,ATENOLOL MG CPR 25mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.2128571428571428,7.862045257632128,0.0007195912335435
76,"SINVASTATINA MG CPR REVEST 20mg x 30, LOSARTAN POTAS.MG CPR REVEST 50mg x 30",HIDROCLOROTIAZI.MG CPR 25mg x 30,0.211214953271028,7.801389699287479,0.0005457302643652
392,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,ATENOLOL MG CPR 25mg x 30,0.014202993554026,7.29751923395467,0.0006278312775883
40,ATENOLOL MG CPR 25mg x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.3225806451612903,7.29751923395467,0.0006278312775883
85,"LOSARTAN POTAS.MG CPR REVEST 50mg x 30, 7891721201806",HIDROCLOROTIAZI.MG CPR 25mg x 30,0.1962774957698815,7.249663009115807,0.0011204373569269
360,HIDROCLOROTIAZI.MG CPR 25mg x 30,CLOR.METFORMINA MG CPR REVEST 500MG x 30,0.0199785943631823,7.132427079360784,0.0005409007929991
87,CLOR.METFORMINA MG CPR REVEST 500MG x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.193103448275862,7.132427079360783,0.0005409007929991
371,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.0181361302305255,7.032403366653695,0.0008016922467666
43,HIDROCLOROTIAZI.MG CPR 25mg x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.3108614232209737,7.032403366653695,0.0008016922467666
191,HIDROCLOROTIAZI.MG CPR 25mg x 30,ATENOLOL MG CPR 25mg x 30,0.0805111821086261,7.01338089599342,0.000608513392124
265,ATENOLOL MG CPR 25mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.0530079932688262,7.013380895993419,0.000608513392124
108,ATENOLOL MG CPR 25mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.15,6.989041404140414,0.0005070944934367
349,HIDROCLOROTIAZI.MG CPR 25mg x 30,ATENOLOL MG CPR 25mg x 30,0.0236273627362736,6.989041404140414,0.0005070944934367
201,XANTINON NF CPR REVEST x 100,ENGOV CPR ENV 25X6 x 150,0.0754716981132075,6.970259034218101,0.0005409007929991
274,ENGOV CPR ENV 25X6 x 150,XANTINON NF CPR REVEST x 100,0.0499553969669937,6.970259034218101,0.0005409007929991
177,HIDROCLOROTIAZI.MG CPR 25mg x 30,CLOR.METFORMINA MG CPR REVEST 850MG x 30,0.0856230031948881,6.826827218921808,0.0006471491630526
268,CLOR.METFORMINA MG CPR REVEST 850MG x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.0515979976896418,6.826827218921808,0.0006471491630526
47,"HIDROCLOROTIAZI.MG CPR 25mg x 30, 7891721201806",LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.3009079118028534,6.807231949494422,0.0011204373569269
115,"LOSARTAN POTAS.MG CPR REVEST 50mg x 30, 7891721201806",HIDROCLOROTIAZI.MG CPR 25mg x 30,0.1425554382259767,6.642172400978219,0.0006519786344186
116,"LOSARTAN POTAS.MG CPR REVEST 50mg x 30, 7891721201806",HIDROCLOROTIAZI.MG CPR 25mg x 30,0.1412859560067682,6.583022642365759,0.0008065217181327
50,HIDROCLOROTIAZI.MG CPR 25mg x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.2898679985729575,6.557483614171718,0.0078478909698544
94,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.177537419425325,6.557483614171717,0.0078478909698544
51,"SINVASTATINA MG CPR REVEST 20mg x 30, HIDROCLOROTIAZI.MG CPR 25mg x 30",LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.289002557544757,6.537905339269363,0.0005457302643652
207,HIDROCLOROTIAZI.MG CPR 25mg x 30,ATENOLOL MG CPR 25mg x 30,0.074032403240324,6.449010298589809,0.0015888960794351
120,ATENOLOL MG CPR 25mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.1384097602019352,6.449010298589809,0.0015888960794351
278,HIDROCLOROTIAZI.MG CPR 25mg x 30,ATENOLOL MG CPR 25mg x 30,0.0481626828398144,6.372307625672631,0.0013039572688373
97,ATENOLOL MG CPR 25mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.1725239616613418,6.37230762567263,0.0013039572688373
53,ATENOLOL MG CPR 25mg x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.2814285714285714,6.366564280251596,0.0009514058591146
356,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,ATENOLOL MG CPR 25mg x 30,0.0215229979241778,6.366564280251596,0.0009514058591146
122,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.1364572605561277,6.358036292815688,0.001279809912007
242,HIDROCLOROTIAZI.MG CPR 25mg x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.0596309630963096,6.358036292815687,0.001279809912007
354,HIDROCLOROTIAZI.MG CPR 25mg x 30,SINVASTATINA MG CPR REVEST 40mg x 30,0.0217623974313235,6.249882852877564,0.0005891955066598
99,SINVASTATINA MG CPR REVEST 40mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.1692094313453536,6.249882852877564,0.0005891955066598
193,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,CLOR.METFORMINA MG CPR REVEST 850MG x 30,0.07826982492276,6.240549283079145,0.0007340796476417
247,CLOR.METFORMINA MG CPR REVEST 850MG x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.0585290720061609,6.240549283079145,0.0007340796476417
446,TAXA DE ENTREGA,NEOSORO SOL ADULTO 30ML - NEO QUIMICA,0.005730869549245,6.116728405184445,0.000753397533106
13,NEOSORO SOL ADULTO 30ML - NEO QUIMICA,TAXA DE ENTREGA,0.8041237113402062,6.116728405184445,0.000753397533106
56,"HIDROCLOROTIAZI.MG CPR 25mg x 30, 7891721201806",LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.2697899838449111,6.103272548333333,0.0008065217181327
70,"HIDROCLOROTIAZI.MG CPR 25mg x 30, 7891721201806",LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.2180936995153473,6.043752356671153,0.0006519786344186
39,SINVASTATINA MG CPR REVEST 20mg x 30,7891721201806,0.3250478011472275,6.0174383371611295,0.0008210101322309
383,7891721201806,SINVASTATINA MG CPR REVEST 20mg x 30,0.0151989271345552,6.017438337161129,0.0008210101322309
102,MALEA.ENALAPRIL MG CPR 10mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.1628361858190709,6.014482038542359,0.0016082139648994
245,HIDROCLOROTIAZI.MG CPR 25mg x 30,MALEA.ENALAPRIL MG CPR 10mg x 30,0.0594006421691045,6.014482038542358,0.0016082139648994
59,CLOR.METFORMINA MG CPR REVEST 500MG x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.2551724137931034,5.772589352652419,0.0007147617621775
379,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,CLOR.METFORMINA MG CPR REVEST 500MG x 30,0.0161695618922757,5.772589352652418,0.0007147617621775
44,NOVOLIN N HM F.AMP S.C 100IU 10ML x 1 /ML,7891721201806,0.308695652173913,5.714719636158676,0.0006857849339811
406,7891721201806,NOVOLIN N HM F.AMP S.C 100IU 10ML x 1 /ML,0.0126955744300402,5.714719636158676,0.0006857849339811
253,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,GLIBENCLAMIDA MG CPR 5.00MG x 30,0.0566426364572605,5.671439840480312,0.000531241850267
263,GLIBENCLAMIDA MG CPR 5.00MG x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.0531914893617021,5.671439840480312,0.000531241850267
155,CLOR.METFORMINA MG CPR REVEST 850MG x 30,SINVASTATINA MG CPR REVEST 20mg x 30,0.1020408163265306,5.659998797268707,0.001279809912007
210,SINVASTATINA MG CPR REVEST 20mg x 30,CLOR.METFORMINA MG CPR REVEST 850MG x 30,0.0709884811143852,5.659998797268707,0.001279809912007
197,XANTINON NF CPR REVEST x 100,EPOCLER NF AMP.OR ABACA 10ML x 60,0.0774932614555256,5.626195548213199,0.0005553892070973
303,EPOCLER NF AMP.OR ABACA 10ML x 60,XANTINON NF CPR REVEST x 100,0.0403225806451612,5.6261955482131984,0.0005553892070973
81,SINVASTATINA MG CPR REVEST 20mg x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.2026768642447418,5.616525276264018,0.0005119239648028
393,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,SINVASTATINA MG CPR REVEST 20mg x 30,0.0141862955032119,5.616525276264017,0.0005119239648028
83,ATENOLOL MG CPR 25mg x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.2,5.542344753747324,0.0006761259912489
366,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,ATENOLOL MG CPR 25mg x 30,0.0187366167023554,5.542344753747323,0.0006761259912489
63,CLOR.METFORMINA MG CPR LIB PROL 500MG x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.2437888198757763,5.5150661664064256,0.000758227004472
375,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,CLOR.METFORMINA MG CPR LIB PROL 500MG x 30,0.0171528460614006,5.5150661664064256,0.000758227004472
232,SAL FRUTA ENO TRAD 2ENV - GSK (FR30),SAL FRUTA ENO LARANJA 2ENV - GSK (FR30),0.0629287205487623,5.470254716317305,0.0010190184582395
169,SAL FRUTA ENO LARANJA 2ENV - GSK (FR30),SAL FRUTA ENO TRAD 2ENV - GSK (FR30),0.0885810243492863,5.470254716317305,0.0010190184582395
49,SINVASTATINA MG CPR REVEST 40mg x 30,7891721201806,0.2940360610263522,5.443334364616769,0.0010238479296056
364,7891721201806,SINVASTATINA MG CPR REVEST 40mg x 30,0.0189539561913276,5.443334364616768,0.0010238479296056
161,"LOSARTAN POTAS.MG CPR REVEST 50mg x 30, 7891721201806",SINVASTATINA MG CPR REVEST 20mg x 30,0.0972927241962774,5.396631678952481,0.0005553892070973
416,7891721201806,ATENOLOL MG CPR 25mg x 30,0.0101922217255252,5.236778697098538,0.0005505597357313
52,ATENOLOL MG CPR 25mg x 30,7891721201806,0.28287841191067,5.236778697098538,0.0005505597357313
269,GLIBENCLAMIDA MG CPR 5.00MG x 30,MALEA.ENALAPRIL MG CPR 10mg x 30,0.0512572533849129,5.189941027084033,0.0005119239648028
267,MALEA.ENALAPRIL MG CPR 10mg x 30,GLIBENCLAMIDA MG CPR 5.00MG x 30,0.0518337408312958,5.189941027084032,0.0005119239648028
89,CLOR.METFORMINA MG CPR REVEST 500MG x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.1862068965517241,5.160114081075095,0.0005215829075349
390,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,CLOR.METFORMINA MG CPR REVEST 500MG x 30,0.0144539614561027,5.160114081075094,0.0005215829075349
163,ATENOLOL MG CPR 25mg x 30,SINVASTATINA MG CPR REVEST 20mg x 30,0.0926517571884984,5.139206575666986,0.0007002733480793
308,SINVASTATINA MG CPR REVEST 20mg x 30,ATENOLOL MG CPR 25mg x 30,0.0388427538173051,5.139206575666985,0.0007002733480793
90,HIDROCLOROTIAZI.MG CPR 25mg x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.184068406840684,5.100852844920467,0.0039505075774405
146,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.109475374732334,5.100852844920467,0.0039505075774405
445,TAXA DE ENTREGA,406,0.0057676058925094,5.0819234524033785,0.000758227004472
16,406,TAXA DE ENTREGA,0.6680851063829787,5.081923452403378,0.000758227004472
167,HIDROCLOROTIAZI.MG CPR 25mg x 30,SINVASTATINA MG CPR REVEST 20mg x 30,0.0907348242811501,5.032878163756634,0.0006857849339811
