,antecedent,consequent,confidence,lift,support
153,"30000512, AGULHA PRECISION AGU DES 30X7 x 100",DEXA-CITONEURI NFF AMPOLA I+II 3ML x 3,0.1745313510019392,57.01203208556149,0.0005218137472798
11,6019813700000,AGULHA PRECISION AGU DES 30X7 x 100,0.9306930693069309,56.008931388602925,0.0005450054693811
502,AGULHA PRECISION AGU DES 30X7 x 100,6019813700000,0.032798325191905,56.00893138860292,0.0005450054693811
195,7896015521646,SAL FRUTA ENO LIMAO 2ENV - GSK (FR30),0.1369294605809128,55.74418809641183,0.0005102178862291
110,SAL FRUTA ENO LIMAO 2ENV - GSK (FR30),7896015521646,0.2077104642014162,55.74418809641181,0.0005102178862291
509,AGULHA PRECISION AGU DES 30X7 x 100,40397,0.0321004884856943,55.18148622989663,0.0005334096083304
14,40397,AGULHA PRECISION AGU DES 30X7 x 100,0.9169435215946844,55.18148622989662,0.0005334096083304
480,AGULHA PRECISION AGU DES 30X7 x 100,7898283812266,0.038381018841591,54.11263502759973,0.0006377723577864
17,7898283812266,AGULHA PRECISION AGU DES 30X7 x 100,0.8991825613079019,54.11263502759972,0.0006377723577864
388,AEROLIN SPRAY DOSE 100Y x 200 /DOS,CLENIL HFA SPRAY AERO 200Y x 200 /DOS,0.0568804098215862,52.27602652281369,0.0006223112097188
29,CLENIL HFA SPRAY AERO 200Y x 200 /DOS,AEROLIN SPRAY DOSE 100Y x 200 /DOS,0.5719360568383659,52.27602652281369,0.0006223112097188
57,LACTA CHO BO SO VA 20G x 1,78939318,0.3241239892183288,51.71451718941814,0.0009296015275614
179,78939318,LACTA CHO BO SO VA 20G x 1,0.1483194572926302,51.71451718941813,0.0009296015275614
145,AGULHA PRECISION AGU DES 30X7 x 100,30000512,0.1799255640846708,51.43545023319056,0.0029897995075624
20,30000512,AGULHA PRECISION AGU DES 30X7 x 100,0.8546961325966851,51.43545023319055,0.0029897995075624
520,AGULHA PRECISION AGU DES 30X7 x 100,7706634026326,0.0307048150732728,51.41575936603003,0.0005102178862291
21,7706634026326,AGULHA PRECISION AGU DES 30X7 x 100,0.8543689320388349,51.41575936603002,0.0005102178862291
22,CITONEURIN 5000 AMP 1+1 2ML x 1,SERINGA BD PLASTIP SE 5MLDLLS/A x 700,0.8493723849372385,51.00828176050784,0.0007846532644281
439,SERINGA BD PLASTIP SE 5MLDLLS/A x 700,CITONEURIN 5000 AMP 1+1 2ML x 1,0.0471216341689879,51.00828176050784,0.0007846532644281
154,DEXA-CITONEURI NFF AMPOLA I+II 3ML x 3,30000512,0.1742424242424242,49.81080696467437,0.0005334096083304
174,30000512,DEXA-CITONEURI NFF AMPOLA I+II 3ML x 3,0.1524861878453038,49.81080696467437,0.0005334096083304
426,AEROLIN SPRAY DOSE 100Y x 200 /DOS,CLENIL HFA SPRAY AERO 50.0Y x 200 /DOS,0.0482246952835188,48.83113734201567,0.0005276116778051
32,CLENIL HFA SPRAY AERO 50.0Y x 200 /DOS,AEROLIN SPRAY DOSE 100Y x 200 /DOS,0.5342465753424658,48.83113734201567,0.0005276116778051
46,LOSARTANA POTASSICA 50MG 30CP - GEN NEO QUIMICA,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.3846153846153846,47.90804044294656,0.0005604666174486
342,HIDROCLOROTIAZI.MG CPR 25mg x 30,LOSARTANA POTASSICA 50MG 30CP - GEN NEO QUIMICA,0.0698122291766971,47.90804044294656,0.0005604666174486
25,12345864,AGULHA PRECISION AGU DES 30X7 x 100,0.7942028985507247,47.7949789469071,0.0005295443213135
510,AGULHA PRECISION AGU DES 30X7 x 100,12345864,0.0318678762502907,47.79497894690709,0.0005295443213135
148,"30000512, AGULHA PRECISION AGU DES 30X7 x 100",PROFENID F.AMP LIOF 100MG x 6,0.1777634130575307,42.13440758804667,0.000531476964822
160,"AGULHA PRECISION AGU DES 30X7 x 100, SERINGA BD PLASTIP SE 5MLDLLS/A x 700",CITONEURIN AMP. 5.00MG 3ML x 3,0.1644390441474281,37.171269924433,0.0007846532644281
205,PROFENID F.AMP LIOF 100MG x 6,30000512,0.1287219422812643,36.79783409216877,0.0005430728258726
169,30000512,PROFENID F.AMP LIOF 100MG x 6,0.1552486187845304,36.79783409216877,0.0005430728258726
334,SERINGA BD PLASTIP SE 3ML DLLSA x 400,AGULHA PRECISION AG DESC 25X7 x 100,0.072420818670124,36.77371395604281,0.0007556636118014
47,AGULHA PRECISION AG DESC 25X7 x 100,SERINGA BD PLASTIP SE 3ML DLLSA x 400,0.3837095191364082,36.77371395604281,0.0007556636118014
229,"AGULHA PRECISION AGU DES 30X7 x 100, SERINGA BD PLASTIP SE 5MLDLLS/A x 700",DEXA-CITONEURI NFF AMPOLA I+II 3ML x 3,0.1089509923045767,35.58969453547218,0.0005198811037713
321,SERINGA BD PLASTIP SE 3ML DLLSA x 400,DIP.BET+FOS.BET MG AMP.2MG/ 5.00MG 1ML x 6 /ML,0.0744582330061122,29.93521808191192,0.0007769226903943
58,DIP.BET+FOS.BET MG AMP.2MG/ 5.00MG 1ML x 6 /ML,SERINGA BD PLASTIP SE 3ML DLLSA x 400,0.3123543123543124,29.935218081911916,0.0007769226903943
33,DEXA-CITONEURI NFF AMPOLA I+II 3ML x 3,AGULHA PRECISION AGU DES 30X7 x 100,0.4766414141414141,28.684189387477943,0.001459145848875
285,AGULHA PRECISION AGU DES 30X7 x 100,DEXA-CITONEURI NFF AMPOLA I+II 3ML x 3,0.0878111188648523,28.684189387477943,0.001459145848875
345,SAL FRUTA ENO LARANJA 2ENV - GSK (FR30),SAL FRUTA ENO LIMAO 2ENV - GSK (FR30),0.0693222170758067,28.221178200366925,0.0008677569352912
52,SAL FRUTA ENO LIMAO 2ENV - GSK (FR30),SAL FRUTA ENO LARANJA 2ENV - GSK (FR30),0.3532651455546813,28.22117820036692,0.0008677569352912
53,7896015521646,SAL FRUTA ENO LARANJA 2ENV - GSK (FR30),0.3464730290456431,27.678578589929124,0.0012910058636404
246,SAL FRUTA ENO LARANJA 2ENV - GSK (FR30),7896015521646,0.1031341670526478,27.678578589929124,0.0012910058636404
35,"CITONEURIN AMP. 5.00MG 3ML x 3, SERINGA BD PLASTIP SE 5MLDLLS/A x 700",AGULHA PRECISION AGU DES 30X7 x 100,0.4597961494903737,27.67044457387836,0.0007846532644281
216,"AGULHA PRECISION AGU DES 30X7 x 100, SERINGA BD PLASTIP SE 5MLDLLS/A x 700",PROFENID F.AMP LIOF 100MG x 6,0.1162413932766302,27.55213887198977,0.0005546686869233
36,"CITONEURIN AMP. 5.00MG 3ML x 3, AGULHA PRECISION AGU DES 30X7 x 100",SERINGA BD PLASTIP SE 5MLDLLS/A x 700,0.453125,27.21200745705664,0.0007846532644281
37,"DEXA-CITONEURI NFF AMPOLA I+II 3ML x 3, SERINGA BD PLASTIP SE 5MLDLLS/A x 700",AGULHA PRECISION AGU DES 30X7 x 100,0.445364238410596,26.801934917869392,0.0005198811037713
39,PROFENID F.AMP LIOF 100MG x 6,AGULHA PRECISION AGU DES 30X7 x 100,0.4214383875400824,25.362081776147324,0.0017780320277682
235,AGULHA PRECISION AGU DES 30X7 x 100,PROFENID F.AMP LIOF 100MG x 6,0.1070016282856478,25.362081776147324,0.0017780320277682
40,DIP.BET+FOS.BET MG AMP IM+S2MG/ 5.00MG 1ML x 1 /ML,AGULHA PRECISION AGU DES 30X7 x 100,0.4180478821362799,25.158041807658385,0.0008774201528334
405,AGULHA PRECISION AGU DES 30X7 x 100,DIP.BET+FOS.BET MG AMP IM+S2MG/ 5.00MG 1ML x 1 /ML,0.0528029774366131,25.15804180765838,0.0008774201528334
41,AGULHA PRECISION AG DESC 25X7 x 100,SERINGA BD PLASTIP SE 5MLDLLS/A x 700,0.4072620215897939,24.457748233881237,0.0008020470560041
427,SERINGA BD PLASTIP SE 5MLDLLS/A x 700,AGULHA PRECISION AG DESC 25X7 x 100,0.0481662024141132,24.45774823388123,0.0008020470560041
42,MELOXICAM MG A.IM 15mg 1.5ML x 5,AGULHA PRECISION AGU DES 30X7 x 100,0.4017632241813602,24.17803419810008,0.001233026558387
323,AGULHA PRECISION AGU DES 30X7 x 100,MELOXICAM MG A.IM 15mg 1.5ML x 5,0.0742033030937427,24.17803419810008,0.001233026558387
243,AGULHA PRECISION AGU DES 30X7 x 100,CITONEURIN AMP. 5.00MG 3ML x 3,0.1042102814608048,23.55662258415833,0.0017316485835655
43,CITONEURIN AMP. 5.00MG 3ML x 3,AGULHA PRECISION AGU DES 30X7 x 100,0.3914373088685015,23.556622584158323,0.0017316485835655
44,"PROFENID F.AMP LIOF 100MG x 6, SERINGA BD PLASTIP SE 5MLDLLS/A x 700",AGULHA PRECISION AGU DES 30X7 x 100,0.3883626522327469,23.37159033428487,0.0005546686869233
247,SERINGA BD PLASTIP SE 5MLDLLS/A x 700,CITONEURIN AMP. 5.00MG 3ML x 3,0.1024837511606313,23.166342257772328,0.0017065242179558
45,CITONEURIN AMP. 5.00MG 3ML x 3,SERINGA BD PLASTIP SE 5MLDLLS/A x 700,0.3857579729139362,23.166342257772325,0.0017065242179558
48,DEXA-CITONEURI NFF AMPOLA I+II 3ML x 3,SERINGA BD PLASTIP SE 5MLDLLS/A x 700,0.3813131313131313,22.899411360588243,0.0011673166791
340,SERINGA BD PLASTIP SE 5MLDLLS/A x 700,DEXA-CITONEURI NFF AMPOLA I+II 3ML x 3,0.0701021355617455,22.89941136058824,0.0011673166791
567,758,NIMESULIDA MG CPR 100MG x 12,0.0237792702849882,21.700198776861207,0.0005063525992122
34,NIMESULIDA MG CPR 100MG x 12,758,0.4620811287477954,21.700198776861207,0.0005063525992122
51,"DEXA-CITONEURI NFF AMPOLA I+II 3ML x 3, AGULHA PRECISION AGU DES 30X7 x 100",SERINGA BD PLASTIP SE 5MLDLLS/A x 700,0.3562913907284768,21.39675361409852,0.0005198811037713
54,PROFENID F.AMP LIOF 100MG x 6,SERINGA BD PLASTIP SE 5MLDLLS/A x 700,0.3385249656436097,20.3298072044,0.0014282235527399
293,SERINGA BD PLASTIP SE 5MLDLLS/A x 700,PROFENID F.AMP LIOF 100MG x 6,0.0857706592386258,20.3298072044,0.0014282235527399
295,SERINGA BD PLASTIP SE 3ML DLLSA x 400,PROFENID F.AMP LIOF 100MG x 6,0.0852009631413224,20.194774876024702,0.0008890160138841
107,PROFENID F.AMP LIOF 100MG x 6,SERINGA BD PLASTIP SE 3ML DLLSA x 400,0.2107191937700412,20.1947748760247,0.0008890160138841
59,"PROFENID F.AMP LIOF 100MG x 6, AGULHA PRECISION AGU DES 30X7 x 100",SERINGA BD PLASTIP SE 5MLDLLS/A x 700,0.3119565217391304,18.734263604618302,0.0005546686869233
49,ABLOK CPR 3X10 25mg x 30,ARADOIS CPR REVEST 50mg x 30,0.3810432569974554,18.57387548706221,0.0011576534615577
392,ARADOIS CPR REVEST 50mg x 30,ABLOK CPR 3X10 25mg x 30,0.0564295807819123,18.57387548706221,0.0011576534615577
120,CLOR.METFORMINA MG CPR REVEST 850MG x 30,GLIBENCLAMIDA MG CPR 5.00MG x 30,0.1984243557217252,17.914835226604325,0.0028719082535473
79,GLIBENCLAMIDA MG CPR 5.00MG x 30,CLOR.METFORMINA MG CPR REVEST 850MG x 30,0.259291572151457,17.914835226604325,0.0028719082535473
143,AGULHA PRECISION AGU DES 30X7 x 100,SERINGA BD PLASTIP SE 3ML DLLSA x 400,0.1807397069085834,17.321619482659877,0.0030033280121215
67,SERINGA BD PLASTIP SE 3ML DLLSA x 400,AGULHA PRECISION AGU DES 30X7 x 100,0.287831079829598,17.321619482659873,0.0030033280121215
68,AGULHA PRECISION AGU DES 30X7 x 100,SERINGA BD PLASTIP SE 5MLDLLS/A x 700,0.2871598046057222,17.245119435691787,0.0047716968223475
69,SERINGA BD PLASTIP SE 5MLDLLS/A x 700,AGULHA PRECISION AGU DES 30X7 x 100,0.2865598885793872,17.245119435691787,0.0047716968223475
72,DIP.BET+FOS.BET MG AMP.2MG/ 5.00MG 1ML x 6 /ML,SERINGA BD PLASTIP SE 5MLDLLS/A x 700,0.2735042735042735,16.425049004436193,0.0006802905149721
463,SERINGA BD PLASTIP SE 5MLDLLS/A x 700,DIP.BET+FOS.BET MG AMP.2MG/ 5.00MG 1ML x 6 /ML,0.0408542246982358,16.42504900443619,0.0006802905149721
513,AGULHA PRECISION AGU DES 30X7 x 100,AGULHA PRECISION AG DESC 25X7 x 100,0.0310537334263782,15.768409295267103,0.0005160158167544
77,AGULHA PRECISION AG DESC 25X7 x 100,AGULHA PRECISION AGU DES 30X7 x 100,0.2620215897939156,15.768409295267103,0.0005160158167544
353,SERINGA BD PLASTIP SE 3ML DLLSA x 400,CITONEURIN AMP. 5.00MG 3ML x 3,0.0655676977218003,14.821507890519992,0.000684155801989
170,CITONEURIN AMP. 5.00MG 3ML x 3,SERINGA BD PLASTIP SE 3ML DLLSA x 400,0.1546526867627785,14.82150789051999,0.000684155801989
94,7896094912977,EPOCLER NF AMP.OR ABACA 10ML x 60,0.2210924568455899,14.672179758341189,0.0018070216803948
213,EPOCLER NF AMP.OR ABACA 10ML x 60,7896094912977,0.1199179171476208,14.672179758341189,0.0018070216803948
109,NOVOLIN N HM F.AMP S.C 100IU 10ML x 1 /ML,CLOR.METFORMINA MG CPR REVEST 850MG x 30,0.2082191780821917,14.386168572353608,0.0005875236265668
467,CLOR.METFORMINA MG CPR REVEST 850MG x 30,NOVOLIN N HM F.AMP S.C 100IU 10ML x 1 /ML,0.0405928695419949,14.386168572353606,0.0005875236265668
286,HIDROCLOROTIAZI.MG CPR 25mg x 30,7899547505252,0.0876263842079922,13.214855574236262,0.0007034822370735
237,7899547505252,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.1060915185077236,13.214855574236262,0.0007034822370735
475,SERINGA BD PLASTIP SE 5MLDLLS/A x 700,MELOXICAM MG A.IM 15mg 1.5ML x 5,0.0391132776230269,12.744475306909528,0.0006513008623455
106,MELOXICAM MG A.IM 15mg 1.5ML x 5,SERINGA BD PLASTIP SE 5MLDLLS/A x 700,0.2122166246851385,12.744475306909528,0.0006513008623455
66,"ATENOLOL MG CPR 25mg x 30, LOSARTAN POTAS.MG CPR REVEST 50mg x 30",HIDROCLOROTIAZI.MG CPR 25mg x 30,0.2882599580712788,9.973466871614145,0.000531476964822
548,NEO PREMIUM L SOR FI TOP 0.90% 500ML x 1,SERINGA BD PLASTIP SDLSSA990173 x 1,0.0257739705440336,9.74862754584588,0.0006628967233961
84,SERINGA BD PLASTIP SDLSSA990173 x 1,NEO PREMIUM L SOR FI TOP 0.90% 500ML x 1,0.2507309941520468,9.74862754584588,0.0006628967233961
99,"ATENOLOL MG CPR 25mg x 30, LOSARTAN POTAS.MG CPR REVEST 50mg x 30",HIDROCLOROTIAZI.MG CPR 25mg x 30,0.2194767441860465,9.164956326140691,0.00058365833955
192,ENGOV CPR ENV 25X6 x 150,EPOCLER NF AMP.OR ABACA 10ML x 60,0.1371154188155788,9.099279555735505,0.0014900681450101
257,EPOCLER NF AMP.OR ABACA 10ML x 60,ENGOV CPR ENV 25X6 x 150,0.0988841862254713,9.099279555735505,0.0014900681450101
555,NEO PREMIUM L SOR FI TOP 0.90% 500ML x 1,SERINGA BD PLASTIP SE 10MLDLLSA x 100,0.0249474000601142,8.409402881761993,0.0006416376448033
101,SERINGA BD PLASTIP SE 10MLDLLSA x 100,NEO PREMIUM L SOR FI TOP 0.90% 500ML x 1,0.21628664495114,8.409402881761993,0.0006416376448033
118,7899547505252,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.2008160886039055,8.385720721649943,0.0013315913773177
397,HIDROCLOROTIAZI.MG CPR 25mg x 30,7899547505252,0.0556048745056896,8.385720721649943,0.0013315913773177
223,"HIDROCLOROTIAZI.MG CPR 25mg x 30, LOSARTAN POTAS.MG CPR REVEST 50mg x 30",ATENOLOL MG CPR 25mg x 30,0.1109070877708409,7.988058295784406,0.00058365833955
333,"HIDROCLOROTIAZI.MG CPR 25mg x 30, LOSARTAN POTAS.MG CPR REVEST 50mg x 30",ATENOLOL MG CPR 25mg x 30,0.0724446786090621,7.956858474628021,0.000531476964822
395,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.0558668424522083,7.906716855217816,0.0006551661493624
271,HIDROCLOROTIAZI.MG CPR 25mg x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.0927242888402625,7.906716855217816,0.0006551661493624
526,SAL FRUTA ENO TRAD 2ENV - GSK (FR30),7896015521646,0.0292372424209731,7.846529770183841,0.0005237463907882
190,7896015521646,SAL FRUTA ENO TRAD 2ENV - GSK (FR30),0.1405601659751037,7.846529770183841,0.0005237463907882
95,"CLOR.METFORMINA MG CPR REVEST 850MG x 30, LOSARTAN POTAS.MG CPR REVEST 50mg x 30",HIDROCLOROTIAZI.MG CPR 25mg x 30,0.2208121827411167,7.63985051601505,0.0005044199557038
576,HIDROCLOROTIAZI.MG CPR 25mg x 30,MALEA.ENALAPRIL MG CPR 10mg x 30,0.022597046243241,7.6022751947043234,0.0005411401823642
139,MALEA.ENALAPRIL MG CPR 10mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.1820546163849154,7.602275194704323,0.0005411401823642
146,ATENOLOL MG CPR 25mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.179076923076923,7.477932047453796,0.0005623992609571
569,HIDROCLOROTIAZI.MG CPR 25mg x 30,ATENOLOL MG CPR 25mg x 30,0.0234847873456541,7.477932047453796,0.0005623992609571
105,"SINVASTATINA MG CPR REVEST 20mg x 30, LOSARTAN POTAS.MG CPR REVEST 50mg x 30",HIDROCLOROTIAZI.MG CPR 25mg x 30,0.2122743682310469,7.344451839272329,0.0005681971914824
297,HIDROCLOROTIAZI.MG CPR 25mg x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.0849783341357727,7.246209544913703,0.0006822231584806
380,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.0581740276862228,7.246209544913703,0.0006822231584806
55,"ATENOLOL MG CPR 25mg x 30, HIDROCLOROTIAZI.MG CPR 25mg x 30",LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.3341433778857837,7.2066387997969885,0.000531476964822
316,XANTINON NF CPR REVEST x 100,ENGOV CPR ENV 25X6 x 150,0.0760869565217391,7.001488451932669,0.0005681971914824
408,ENGOV CPR ENV 25X6 x 150,XANTINON NF CPR REVEST x 100,0.0522852569802596,7.0014884519326674,0.0005681971914824
122,CAPTOPRIL MG CPR 25mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.1969860064585576,6.815491900891048,0.0007073475240904
558,HIDROCLOROTIAZI.MG CPR 25mg x 30,CAPTOPRIL MG CPR 25mg x 30,0.0244734202607823,6.815491900891048,0.0007073475240904
537,SINVASTATINA MG CPR REVEST 20mg x 30,CLOR.METFORMINA MG CPR LIB PROL 500MG x 30,0.027668363915842,6.718128046700373,0.0005566013304317
200,CLOR.METFORMINA MG CPR LIB PROL 500MG x 30,SINVASTATINA MG CPR REVEST 20mg x 30,0.1351478179258564,6.718128046700372,0.0005566013304317
60,"ATENOLOL MG CPR 25mg x 30, HIDROCLOROTIAZI.MG CPR 25mg x 30",LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.3087934560327198,6.659904246641912,0.00058365833955
203,"HIDROCLOROTIAZI.MG CPR 25mg x 30, 7891721201806",ARADOIS CPR REVEST 50mg x 30,0.1320507214691736,6.436785360989979,0.00058365833955
137,"LOSARTAN POTAS.MG CPR REVEST 50mg x 30, 7891721201806",HIDROCLOROTIAZI.MG CPR 25mg x 30,0.1849897390794488,6.400434686253621,0.0012194980538279
172,"LOSARTAN POTAS.MG CPR REVEST 50mg x 30, 7891721201806",HIDROCLOROTIAZI.MG CPR 25mg x 30,0.1527411316329522,6.378196495546117,0.0010069072678991
577,HIDROCLOROTIAZI.MG CPR 25mg x 30,CAPTOPRIL MG CPR 25mg x 30,0.022516342506658,6.2704741861410405,0.0005392075388557
177,CAPTOPRIL MG CPR 25mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.1501614639397201,6.27047418614104,0.0005392075388557
64,"CLOR.METFORMINA MG CPR REVEST 850MG x 30, HIDROCLOROTIAZI.MG CPR 25mg x 30",LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.2906458797327394,6.268506313475571,0.0005044199557038
142,ATENOLOL MG CPR 25mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.1810676940011007,6.264736384902276,0.0006358397142779
582,HIDROCLOROTIAZI.MG CPR 25mg x 30,ATENOLOL MG CPR 25mg x 30,0.0219993313273152,6.264736384902276,0.0006358397142779
65,"HIDROCLOROTIAZI.MG CPR 25mg x 30, 7891721201806",LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.2891231964483907,6.235665834917469,0.0010069072678991
415,CLOR.METFORMINA MG CPR REVEST 850MG x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.0498063826946187,6.203928110771741,0.0007208760286495
277,HIDROCLOROTIAZI.MG CPR 25mg x 30,CLOR.METFORMINA MG CPR REVEST 850MG x 30,0.0897929706307173,6.203928110771741,0.0007208760286495
80,HIDROCLOROTIAZI.MG CPR 25mg x 30,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.2571015888300433,6.091165142031778,0.0020640632670178
421,LOSARTAN POTAS.MG CPR REVEST 50mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.0489010989010989,6.091165142031776,0.0020640632670178
181,ATENOLOL MG CPR 25mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.1458447991194276,6.090217983146554,0.0005121505297375
589,HIDROCLOROTIAZI.MG CPR 25mg x 30,ATENOLOL MG CPR 25mg x 30,0.021386490194496,6.090217983146554,0.0005121505297375
70,"SINVASTATINA MG CPR REVEST 20mg x 30, HIDROCLOROTIAZI.MG CPR 25mg x 30",LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.2810707456978967,6.061994567274391,0.0005681971914824
151,ATENOLOL MG CPR 25mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.1746975164508596,6.044335482922269,0.0015905656074491
398,HIDROCLOROTIAZI.MG CPR 25mg x 30,ATENOLOL MG CPR 25mg x 30,0.0550317619525242,6.044335482922269,0.0015905656074491
300,HIDROCLOROTIAZI.MG CPR 25mg x 30,ATENOLOL MG CPR 25mg x 30,0.0832932113625421,5.999174997560513,0.0006686946539215
428,ATENOLOL MG CPR 25mg x 30,HIDROCLOROTIAZI.MG CPR 25mg x 30,0.0481625835189309,5.999174997560512,0.0006686946539215
284,CLENIL A FLACONETES 0.40MG 2ML x 10 /ML,NEO PREMIUM L SOR FI TOP 0.90% 250ML x 1,0.0880843785632839,5.958575978884266,0.0005971868441091
469,NEO PREMIUM L SOR FI TOP 0.90% 250ML x 1,CLENIL A FLACONETES 0.40MG 2ML x 10 /ML,0.040397437573539,5.958575978884265,0.0005971868441091
71,"HIDROCLOROTIAZI.MG CPR 25mg x 30, 7891721201806",LOSARTAN POTAS.MG CPR REVEST 50mg x 30,0.2759073021425448,5.950631975257739,0.0012194980538279
483,CLOR.METFORMINA MG CPR REVEST 850MG x 30,SINVASTATINA MG CPR REVEST 40mg x 30,0.0372546401388703,5.947707321349931,0.0005392075388557
290,SINVASTATINA MG CPR REVEST 40mg x 30,CLOR.METFORMINA MG CPR REVEST 850MG x 30,0.0860845418080839,5.94770732134993,0.0005392075388557
609,HIDROCLOROTIAZI.MG CPR 25mg x 30,CORUS CPR REVEST 50mg x 30,0.0183884988298228,5.776980810880323,0.000531476964822
